ItemName,ItemDesc,ItemPrice,RestaurantName,image_url
"Can of Soda","no description",1.25,"SIAM - Paragon Asian Bistro & Sushi Bar",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pad See Ewe","Stir-fried wide noodles with egg, broccoli and sweet soy sauce.",7.75,"Cozy Noodles & Rice",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pad Thai","Stir-fried thin noodles with bean sprouts, green onions, egg and ground peanuts (on the side) and a slice of lime.",7.75,"Cozy Noodles & Rice",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Jasmine Rice","no description",1.25,"Cozy Noodles & Rice",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Vegetable Egg Rolls","Three pieces. Homemade egg rolls stuffed with bean thread noodles, carrots and cabbage. Served with sweet and sour sauce.",4.25,"Cozy Noodles & Rice",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pot Stickers","Five pieces. Wheat flour pastries filled with a luscious blend of shrimp and garden vegetables. Served with homemade sesame sauce.",4.25,"Cozy Noodles & Rice",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Burger #1","aged cheddar, smoked bacon, charred balsamic red onions, Rufus Teague's BBQ Sauce",9.0,"DMK Burger & Fish",http://s3-media3.fl.yelpcdn.com/bphoto/_0loJFL2irstEYRmATIpAg/60s.jpg
"Burger #4","roasted hatch green chile, fried farm egg, sonoma jack, smoked bacon",9.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Burger #7","the Big DMK - triple decker, special sauce. get it?",12.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Burger #8","iceberg lettuce, tomato, raw onion, bread & butter pickles, mayo, choice of cheese",9.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Burger #10","turkey, smoked swiss, tomato, arugula, dijonnaise",9.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Burger #12","house veggie and grain, aged cheddar, eggplant, tomato, pesto mayo",9.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Satchmo","shrimp & crawfish, roasted garlic aioli,",12.0,"DMK Burger & Fish",http://s3-media4.fl.yelpcdn.com/bphoto/Kb691Noui07n_1HH1agy8g/60s.jpg
"Crabbypatty","old bay mayo, lettuce, tomato, onion",11.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cod Fish","lettuce, tomato, american cheese",9.0,"DMK Burger & Fish",http://s3-media1.fl.yelpcdn.com/bphoto/Nm9F_XcBa2YW4Qgs-NHcjw/60s.jpg
"Mac N Cheese","aged cheddar, parmesan crust",7.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Cheese","american, tomato, smoked bacon",6.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Cheese","aged cheddar, roasted hatch green chile",6.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Veggie","no description",9.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sea Salt & Black Pepper, House Ketchup(Small)","no description",3.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sea Salt & Black Pepper, House Ketchup(Large)","no description",5.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sweet Potato Fries, Lemon Tabasco Aioli(Small)","no description",3.0,"DMK Burger & Fish",http://s3-media3.fl.yelpcdn.com/bphoto/DRshkqDYzjQ_4PJrXvvcAw/60s.jpg
"Sweet Potato Fries, Lemon Tabasco Aioli(Large)","no description",5.0,"DMK Burger & Fish",http://s3-media3.fl.yelpcdn.com/bphoto/DRshkqDYzjQ_4PJrXvvcAw/60s.jpg
"Parmesan, Truffle Cream(Small)","no description",4.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Parmesan, Truffle Cream(Large)","no description",6.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Wisconsin Cheddar & Scallion(Small)","no description",4.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Wisconsin Cheddar & Scallion(Large)","no description",6.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Amish Blue & Smoked Bacon(Small)","no description",4.0,"DMK Burger & Fish",http://s3-media3.fl.yelpcdn.com/bphoto/_0loJFL2irstEYRmATIpAg/60s.jpg
"Amish Blue & Smoked Bacon(Large)","no description",6.0,"DMK Burger & Fish",http://s3-media3.fl.yelpcdn.com/bphoto/_0loJFL2irstEYRmATIpAg/60s.jpg
"Tater Tots","no description",3.0,"DMK Burger & Fish",http://s3-media1.fl.yelpcdn.com/bphoto/dxFUMlSEftbVtm_dhc31EA/60s.jpg
"Chocolate","no description",5.0,"DMK Burger & Fish",http://s3-media4.fl.yelpcdn.com/bphoto/B-7DqBY7R7PFuzQQQ-vDrg/60s.jpg
"Vanilla","no description",5.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Espresso","no description",5.0,"DMK Burger & Fish",http://s3-media1.fl.yelpcdn.com/bphoto/jCcn5sFGl_1DBFYEzdEmCw/60s.jpg
"Todays","no description",5.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Ale 8 Ginger Ale Kentucky Craft Soda","no description",3.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cheerwine Black Cherry North Carolina","no description",3.0,"DMK Burger & Fish",http://s3-media4.fl.yelpcdn.com/bphoto/FeKrJduERcF1eTgUCU4NHg/60s.jpg
"Aj Stephans Root Beer New England","no description",3.0,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Coke","no description",1.75,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Diet Coke","no description",1.75,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sprite","no description",1.75,"DMK Burger & Fish",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Hang Glider","1/2 lb. of boneless wings, small french fries and can of soda.",9.25,"Wings Over Evanston",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Puddle Jumper","10 wings. Good for one. We served the largest, meatiest, tastiest wings available. Served with your choice of dressing.",7.99,"Wings Over Evanston",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"DC-10","Over 1 lb. Enough for two. Hand-battered boneless wings, not that processed frozen junk. Sold by weight, not by piece. Served with your choice of dressing.",12.99,"Wings Over Evanston",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"F-16","15 wings. You won't go home hungry. We served the largest, meatiest, tastiest wings available. Served with your choice of dressing.",11.49,"Wings Over Evanston",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"DC-3","Over 1/2 lb. Good for one. Hand-battered boneless wings, not that processed frozen junk. Sold by weight, not by piece. Served with your choice of dressing.",7.49,"Wings Over Evanston",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Buffalo Wings(12 For)","Hot, medium, mild or BBQ, celery, blue cheese dressing",13.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Buffalo Wings(6 For)","Hot, medium, mild or BBQ, celery, blue cheese dressing",7.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Nachos(Add Guacamole Or Chi…)","crispy tortilla, vegetarian refried beans, Chihuahua cheese, salsa, sour cream",3.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Nachos(Add Guacamole Or Chi…)","crispy tortilla, vegetarian refried beans, Chihuahua cheese, salsa, sour cream",8.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Quesadillas(Add Guacamole Or Chi…)","Shihuahua cheese, cilantro pesto, sour cream, salsa, flour tortillas",8.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Quesadillas(Add Guacamole Or Chi…)","Shihuahua cheese, cilantro pesto, sour cream, salsa, flour tortillas",3.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Hummus Plate","Cucumbers, red onions, tomatoes, feta, crispy pita chips",10.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Bacon Wrapped Jalapenos","no description",7.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Warm Pretzels(Add Guacamole Or Chi…)","with cheese sauce",4.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Warm Pretzels(with cheese)","with cheese sauce",7.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Potato Pierogi","Pan fried, butter, and chives",6.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pork Sliders","Smoked pork, BBQ sauce, cole slaw, pretzel bun",11.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Firehouse Chili(Over Mac & Cheese)","Meat or vegetarian, cheddar, green onions, sour cream",8.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Firehouse Chili(Small)","Meat or vegetarian, cheddar, green onions, sour cream",4.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Firehouse Chili(Large)","Meat or vegetarian, cheddar, green onions, sour cream",6.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Soup Of The Day(Large)","no description",6.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Soup Of The Day(Small)","no description",4.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Firehouse(Large)","Greens, tomatoes, black olives, red onions, cucumbers",8.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Firehouse(Small)","Greens, tomatoes, black olives, red onions, cucumbers",5.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Santa Fe Chicken","Greens, grilled chicken, avocados, black beans, scallions, tortilla strips, tomatoes, cheddar, avocado ranch",12.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Michigan Salad","Romaine, grilled chicken, dried cranberry, goat cheese, sunflower kernels, lemon dressing",12.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cobb","Greens, roast turkey, eggs, tomatoes, avocados, blue cheese, buttermilk dressing",12.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Susan's","Mixed greens, chicken, red grapes, walnuts, apples, blue cheese, cider vinaigrette",13.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Chopped Chicken","Greens, grilled chicken, bacon, blue cheese, red onions, black olives, cucumbers, tomatoes, hearts of palm, balsamic vinaigrette",12.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Thai Chicken","Spring greens, ginger chicken breast, carrots, cilantro, bean sprouts, snap peas, green onions, peanut dressing",12.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pork Tacos","Crispy pork, cilantro, onions, green onions, lime, grilled pineapple, black beans, flour tortilla",11.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Fish Tacos","Grilled tilapia, flour tortillas, baja slaw",13.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Ginger Sesame Salon","Pan seared salmon filet, white rice, vegetables",16.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Fish and Chips","Beer-battered Atlantic cod, tartar sauce, cocktail sauce, Firehouse fries",14.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sriracha Chicken Skewers","Grilled chicken breast skewers, honey-sriracha glaze over rice",13.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Baby Back Ribs","Sweet BBQ, slaw, fries",19.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Steak And Fries","Grilled 10oz. flat iron steak, Firehouse fries",22.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"NY Strip Steak","10oz. grilled, herbed butter, roasted tomatoes, new potatoes",25.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Korean BBQ Skirt Streak","Sweet soy 10oz. grilled skirt steak, blacked pepper, scallions",19.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Portobello","Grilled mushroom, red peppers, scallions, pesto mayo, classic bun",10.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Honeymooner","Smoked turkey breast, mozzarella, bacon, honey mustard, grilled egg bread",11.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Turkey Reuben","Swiss cheese, sauerkraut, grilled dark rye, thousand island",11.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pulled Pork","House-smoked pork, BBQ, cole slaw",13.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Chipotle Chicken Sandwich","Chipotle chicken breast, pepperjack, bacon, avocados",12.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cuban Sandwich","Roast pork, baked ham, Swiss cheese, mustard, pickle, french roll, Firehouse fries",12.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Blackened Salmon","Salmon, lettuce, tomato, red onions, spicy tartar",14.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Southwestern Wrap","Blackened chicken, lettuce, tomatoes, pico de gallo, black beans, chipotle mayo",11.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Buffalo Chicken Wrap","Spicy breaded tenders, cheddar, lettuce, tomatoes, flour tortilla",11.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Steak Fajita Wrap","Grilled chipotle marinated steak, cheddar, tomatoes, peppers, onions, avocados, jalapeno mayo",13.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Firehouse Burger","Char-grilled half pound black Angus beef",11.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Gaucho","Goat cheese, garlic chimichurri sauce",13.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Chief","Bacon, cheddar, grilled onions, mushrooms",13.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Stilton","Blue cheese, greens, onion ring, grilled tomatoes, dark rye,",12.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"New Englander","Maple syrup infused beef, Vermont cheddar, grilled green apple, smoked bacon, classic bun",14.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Turkey Burger","Mozzarella, green onions, tomatoes, teriyaki",10.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Chipotle Black Bean Veggie","Avocado, tortilla chips, classic bun",10.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Natural","Grass fed and grass finished, hormone and antibiotic free, hand-formed patty, roasted tomato, classic bun",14.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Hand-cut Firehouse Fries","no description",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Baked Potato","no description",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Garlic Mashed Potatoes","no description",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Vegetable Of The Day","no description",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Beans and Rice","no description",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sweet Smoked Pork","Cheddar, chipotle sauce, pico de gallo",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Carnitas","Slow-roasted pork, jalapenos, onions, cilantro",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Spicy Fish","Tilapia, pepperjack, baja slaw",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Chicken","Salsa Verde, caramelized onions, cilantro",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Spicy Steak","Steak, Chihuahua cheese, jalapeño, cilantro, onions",3.5,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Firehouse Cookie Bucket","Vanilla ice cream, chocolate chip cookie, chocolate sauce",6.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sprecher Float","Orange or Root beer",5.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Banana Bread Pudding","Vanilla ice cream, caramel",6.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Milkshakes(Regular)","Regular: Vanilla, Chocolate, Strawberry, Banana Specialty: Chocolate Banana, Snickers, Reese's, Chocolate Chip Cookie Dough, Oreo, PB&J",4.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Milkshakes(Specialty)","Regular: Vanilla, Chocolate, Strawberry, Banana Specialty: Chocolate Banana, Snickers, Reese's, Chocolate Chip Cookie Dough, Oreo, PB&J",5.0,"Firehouse Grill",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Regular Rib Tips","Comes with fries and bread.",13.5,"Hecky's Barbecue",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pulled Pork Sandwich","no description",7.3,"Hecky's Barbecue",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Original Mutt","Rib tips, hot links, two piece chicken wings and fries. Served with a slice of bread.",9.15,"Hecky's Barbecue",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"World-Famous Clarke's Burger","beef patty with your choice of cheese and fries",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Swiss and Shroom Burger","smothered with mushrooms and melted swiss and topped off with grilled swiss",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Zorba","freshly sliced gyro on top of america cheese and a side of taziki sauce",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Mexicana Burger","onions, jalapenos, jack cheese topped with homemade salsa and guacamole",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Italiano Burger","provolone and mozzarella with our marinara sauce",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Farmer Burger","thick slice of smoked ham with melted cheddar with onions and green peppers",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Irish Clarke's Burger","waffle fries, melted cheddar, bacon, and scalliions on top of your patty",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Bacon Clarke's Burger","bacon and your choice of cheese",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Popeye Clarke's Burger","lots of spinach and cheddar cheese",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Spinach Artichoke Burger","spinach artichoke dip smothered on your favorite patty",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Olympic Burger","our delicious golden fried onion rings and your choice of cheese",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Turkey Burger","no description",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Veggie Burger","nutritious veggie patty",9.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Clarke's Sliders","four tasty sliders with 100% ground beef patty and pickles; additional sliders $1.75",7.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Patty Melt On Rye","a 1/3 lb. 100% fresh beef patty, smothered in grilled onions and american cheese",8.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Buffalo Chicken Burger","fried strips of chicken tossed in spicy buffalo sauce and crumbled blue cheese",12.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Elk Burger","grass-fed, free-range elk meat is the healthiest of all meats; only 5g fat 389 calories per 8 ounces",12.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Southwest Bbq Chicken Burger","strips of bbq chicken on top of jack cheese w/black beans and corn with tortilla strips on top of the 1/2 pound burher with our homemade guacamole spread",12.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sizzling Grilled Cheese","no description",5.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Hot Diggaty Dog","no description",5.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Bee -Ell-Teo","no description",7.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Buddha Supreme","no description",8.99,"Clarke's",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
